Applicants MCC Licence No;Applicant Name;MCC Medicine Reg. No.;Nappi Code;ATC 4 ;Medicine Schedule;Medicine Proprietary Name;Active Ingredients;Strength;Unit;Dosage Form;Pack Size;Quantity;Manufacturer Price;Logistics Fee;VAT;SEP;Unit Price;Effective Date;Status;Originator or Generic;12 Months Volume of Sales
0000000666;Pharmacare Limited, Woodmead;41/7.3/0245;711182001;N02CC;S4;Triptam;Sumatriptan;100;mg;TAB;4;1;164,67;29,06;29,06;222,79;55,70;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/6.2/0035;711183001;C01BD;S4;Amiotach;Amiodarone Hydrochloride;50;mg/ml;INJ;3;10;731,39;109,71;126,16;967,26;32,24;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;A39/10.2.1/0154;711213001;R03AC;S2;Venteze Cfc Free;Salbutamol;100;mcg/dose;SPO;100;1;23,49;4,15;4,15;31,78;0,32;;;Generic;
0000000666;Pharmacare Limited, Woodmead;41/2.6.5/0339;711471001;N05AX;S5;Aspen Risperidone;Risperidone;0,5;mg;TAB;30;1;170,56;30,10;30,10;230,75;7,69;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;41/2.6.5/0340;711472001;N05AX;S5;Aspen Risperidone 1 mg;Risperidone;1;mg;TAB;30;1;291,92;51,52;51,51;394,95;13,16;;;Generic;
0000000666;Pharmacare Limited, Woodmead;41/2.6.5/0341;711473001;N05AX;S5;Aspen Risperidone;Risperidone;2;mg;TAB;30;1;495,22;87,39;87,39;670,01;22,33;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;41/2.6.5/0346;711474001;N05AX;S5;Aspen Risperidone;Risperidone;3;mg;TAB;30;1;724,07;127,78;127,78;979,63;32,65;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;41/2.6.5/0347;711475001;N05AX;S5;Aspen Risperidone;Risperidone;4;mg;TAB;30;1;958,89;169,22;169,22;1 297,33;43,24;;;Generic;
0000000666;Pharmacare Limited, Woodmead;H2053(Act 101);711640009;A11CC;S3;A-Lennon Calciferol;Calciferol;50000;iu/ml;TAB;100;1;219,75;38,78;38,78;297,30;2,97;01 April 2018;;Originator;
0000000666;Pharmacare Limited, Woodmead;T1101;711853010;A11CC;S3;Calciferol Oily Solution  ;Ergocalciferol;50000;iu/ml;DRP;15;1;51,30;9,05;9,05;69,40;4,63;;;Originator;
0000000666;Pharmacare Limited, Woodmead;B1260 (Act 101/1965);712078002;N05AN;S5;Camcolit;Lithium;250;mg;TAB;100;1;297,47;25,87;48,50;371,84;3,72;01 April 2018;;Originator;
0000000666;Pharmacare Limited, Woodmead;B1260 (Act 101/1965);712078010;N05AN;S5;Camcolit;Lithium;250;mg;TAB;1000;1;2 974,89;258,69;485,04;3 718,62;3,72;01 April 2018;;Originator;
0000000666;Pharmacare Limited, Woodmead;L/1.2/161;712086005;N05AN;S5;Camcolit;Lithium;400;mg;TAB;100;1;318,84;27,71;51,98;398,53;3,99;;;Originator;
0000000666;Pharmacare Limited, Woodmead;A40/16/0718;712171001;A01AD;S1;Throflam;Benzydamine Hydrochloride;22,5;mg/15ml;MOW;200;1;60,94;9,14;10,51;80,59;0,40;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;G/2.5/0220;712493018;N03AF;S3;Degranol  ;Carbamazepine;200;mg;TAB;100;1;178,23;31,46;31,45;241,14;2,41;;;Generic;
0000000666;Pharmacare Limited, Woodmead;41/1.2/0897;712595001;N06AB;S5;Aspen Escitalopram 10Mg;Escitalopram;10;mg;TAB;30;1;64,93;11,46;11,46;87,85;2,93;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;41/20.1.1/0721;713006001;J01DC;S4;Zefurime 250Mg;Cefuroxime Axetil;250;mg;TAB;10;1;88,33;13,25;15,24;116,81;11,68;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;41/20.1.1/0722;713007001;J01DC;S4;Zefurime;Cefuroxime Axetil;500;mg;TAB;10;1;161,36;24,20;27,83;213,39;21,34;;;Generic;
0000000666;Pharmacare Limited, Woodmead;31/5.4.1/0081;713209001;N04AA;S4;Lennon Biperiden Hcl;Biperiden Hydrochloride;2;mg;TAB;500;1;306,95;46,04;52,95;405,94;0,81;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;K/5.4.1/0251    ;713210001;N04AA;S5;Benzhexol 2Mg;Benzhexol Hydrochloride ;2;mg;TAB;100;1;40,94;6,14;7,06;54,14;0,54;;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/5.7.1/0143;713231001;R06AE;S2;Aspen Cetirizine 1 Mg/Ml;Cetirizine Dihydrochloride;1;mg/ml;SOL;150;1;93,65;14,05;16,16;123,86;0,83;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;H1193 (Act.101/1965);713724005;S01AA;S4;Chloramex 3 5G  ;Chloramphenicol;10;mg/g;EYO;3,5;1;9,26;1,63;1,63;12,52;3,58;01 April 2018;;Originator;
0000000666;Pharmacare Limited, Woodmead;H1193 (Act. 101/1965);713724006;D06AX;S4;Chloramex Opthalmic Ointment 3.5G;Chloramphenicol;10;mg;EYO;3,5;25;152,92;22,85;26,37;202,14;2,31;;Discontinued;Originator;
0000000666;Pharmacare Limited, Woodmead;41/20.2.8/0988;713758001;J05AF;S4;Aspen Abacavir 20Mg/Ml ;Abacavir;20;mg/ml;SOL;240;1;279,96;41,99;48,29;370,25;1,54;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/5.7.2/1007;713782001;A04AA;S4;Aspen Granisetron 1 Mg;Granisetron;1;mg;TAB;10;1;321,79;56,79;56,79;435,36;43,54;;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/5.7.2/1008;713784001;A04AA;S4;Aspen Granisetron 2 Mg;Granisetron;2;mg;TAB;5;1;262,51;46,32;46,33;355,16;71,03;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;43/20.2.8/0780;713800002;J05AG;S4;Intelence;Etravirine;100;mg;TAB;120;1;404,55;60,68;69,78;535,01;4,46;01 April 2018;;Originator ;
0000000666;Pharmacare Limited, Woodmead;41/5.7.1/0353;714053001;R06AX;S2;Tellerge 180;Fexofenadine Hydrochloride;180;mg;TAB;10;1;47,44;7,11;8,18;62,74;6,27;;;Generic;
0000000666;Pharmacare Limited, Woodmead;41/5.7.1/0352;714055001;R06AX;S2;Tellerge 120;Fexofenadine Hydrochloride;120;mg;TAB;10;1;35,38;5,30;6,10;46,78;4,68;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;G/21.2/0219;714062006;A10BB;S3;Hypomide;Chlorpropamide;250;mg;TAB;100;1;77,97;13,76;13,76;105,49;1,05;;;Generic;
0000000666;Pharmacare Limited, Woodmead;G/21.2/0219;714062014;A10BB;S3;Hypomide  ;Chlorpropamide;250;mg;TAB;500;1;257,35;38,60;44,39;340,34;0,68;01 April 2018;Discontinued;Generic;
0000000666;Pharmacare Limited, Woodmead;37/11.4.3/0237;714126001;A02BC;S2;Aspen Lansoprazole 15Mg;Lansoprazole;15;mg;CAP;7;1;32,07;5,66;5,66;43,39;6,20;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/26/0018;714218001;L01DB;S4;Aspen Epirubicin 10 Mg;Epirubicin Hydrochloride;10;mg;INJ;10;1;129,65;19,45;22,36;171,46;17,15;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/26/0019;714219001;L01DB;S4;Aspen Epirubicin 50 Mg;Epirubicin Hydrochloride;50;mg;INJ;30;1;547,71;82,16;94,48;724,35;24,14;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/26/0530;714220001;L01DB;S4;Aspen Epirubicin 50 mg/25 ml;Epirubicin Hydrochloride;50;mg/25ml;INJ;25;1;502,95;75,44;86,76;665,15;26,61;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/26/0528;714241001;L01DB;S4;Aspen Epirubicin 10 mg/5 ml;Epirubicin Hydrochloride;10;mg/5ml;INJ;5;1;100,59;15,09;17,35;133,03;26,61;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/20.1.1/0142;714361001;J01MA;S4;Litares;Moxifloxacin;400;mg;TAB;5;1;145,00;16,11;24,17;185,28;37,06;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/20.1.1/0142;714361002;J01MA;S4;Litares;Moxifloxacin;400;mg;TAB;10;1;290,01;32,22;48,33;370,57;37,06;;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/5.7.1/0635;714362001;R06AX;S2;Desaway;Desloratadine;5;mg;TAB;30;1;110,00;12,23;18,33;140,55;4,69;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/5.7.1/0635;714362002;R06AX;S2;Desaway;Desloratadine;5;mg;TAB;10;1;35,43;5,32;6,11;46,86;4,69;;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/20.1.1/0697;714381001;J01DH;S4;Aspen Meropenem 500 mg;Meropenem;500;mg/10ml;INJ;10;1;67,83;10,17;11,70;89,70;8,97;18 May 2018;;Generic ;
0000000666;Pharmacare Limited, Woodmead;42/20.1.1/0698;714382001;J01DH;S4;Aspen Meropenem 1 G;Meropenem;1000;mg/20ml;INJ;20;1;135,65;20,35;23,40;179,40;8,97;18 May 2018;;Generic ;
0000000666;Pharmacare Limited, Woodmead;41/21.5.1/0189;714552001;R01AD;S4;Aspelone;Prednisolone Sodium Phosphate Which Is Equivalent To 15 Mg Prednisolone Base;15;mg/ 5ml;SYR;50;1;78,47;11,77;13,54;103,77;2,08;;;Generic;
0000000666;Pharmacare Limited, Woodmead;37/1.2/0491;714596001;N06AX;S5;Aspen Trazodone 50Mg;Trazodone Hydrochloride;50;mg;CAP;100;1;378,69;19,93;59,79;458,41;4,58;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;37/1.2/0492;714597001;N06AX;S5;Aspen Trazodone 100Mg;Trazodone Hydrochloride;100;mg;CAP;100;1;726,97;38,26;114,78;880,01;8,80;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;L/5.7.2/0322;714828017;A03FA;S4;Clopamon  ;Metoclopramide;10;mg;TAB;500;1;135,00;23,82;23,82;182,65;0,37;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;P/5.7.2/53;714836001;A03FA;S4;Clopamon Injection 10 mg/2 ml;Metoclopramide;10;mg/2ml;INJ;2;10;40,94;7,22;7,22;55,39;2,77;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;L/5.7.2/0319;714844004;A03FA;S4;Clopamon  ;Metoclopramide;5;mg/ml;SYR;100;1;19,49;3,44;3,44;26,37;0,26;;;Generic;
0000000666;Pharmacare Limited, Woodmead;41/21.2/0204;714854001;A10BB;S3;Aspen Glimepiride 1Mg;Glimepiride;1;mg;TAB;30;1;51,64;9,11;9,11;69,87;2,33;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;41/21.2/0205;714855001;A10BB;S3;Aspen Glimepiride 2Mg;Glimepiride;2;mg;TAB;30;1;101,14;17,85;17,85;136,83;4,56;;;Generic;
0000000666;Pharmacare Limited, Woodmead;41/21.2/0207;714856001;A10BB;S3;Aspen Glimepiride 4Mg;Glimepiride;4;mg;TAB;30;1;152,67;26,94;26,94;206,56;6,89;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;A40/11.4.3/0192;715055001;A02B2;S4;Altosec 40 Mg/10 Ml;Omeprazole;40;mg/10ml;INJ;10;1;40,58;7,16;7,16;54,90;5,49;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;43/20.2.8/0181;715056001;J05AF;S4;Aspen Tenofovir;Tenofovir Disoproxil Fumarate;300;mg;TAB;30;1;215,62;32,34;37,19;285,16;9,51;;;Generic;
0000000666;Pharmacare Limited, Woodmead;A39/20.2.2/0572;715057001;JO2AC;S4;Aspen Fluconazole Iv ;Fluconazole;2;mg/ml;INF;200;10;1 163,59;174,53;200,72;1 538,84;0,77;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;43/20.2.8/0724;715063001;J05AF;S4;Aspen Abacavir 300;Abacavir Sulphate;300;mg;TAB;60;1;727,89;128,45;128,45;984,79;16,41;;;Generic;
0000000666;Pharmacare Limited, Woodmead;41/7.1.3/0956;715064001;C09DA;S3;Sartoc-CO 50/12,5;Losartan Potassium;50;mg;TAB;30;1;81,46;12,22;14,05;107,73;3,59;01 April 2018;;Generic;
;;;;;;;Hydrochlorothiazide;12,5;mg;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;B1192 (Act 101);715123009;N02AA;S6;Codeine;Codeine;30;mg;TAB;100;1;406,02;71,65;71,65;549,32;5,49;;;Generic;
0000000666;Pharmacare Limited, Woodmead;C0822 (Act 101);715271008;M04AC;S3;Aspen Colchicine;Colchicine;0,5;mg;TAB;50;1;151,39;19,56;25,64;196,59;3,93;01 April 2018;Discontinued;Generic;
0000000666;Pharmacare Limited, Woodmead;C0822 (Act 101);715271009;M04AC;S2;Aspen Colchicine;Colchicine;0,5;mg;TAB;12;1;36,12;5,42;6,23;47,77;3,98;;;Generic;
0000000666;Pharmacare Limited, Woodmead;41/5.2/0720;715274001;C09DA;S3;Ziapro 5 Mg;Bisoprolol Fumarate;5;mg;TAB;30;1;42,81;6,42;7,38;56,62;1,89;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;41/5.2/0739;715276001;C09DA;S3;Ziapro 10 Mg;Bisoprolol Fumarate;10;mg;TAB;30;1;72,05;10,81;12,43;95,28;3,18;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;43/20.2.8/0832;715302001;J05AE;S4;Aspen Lamivudine 300Mg;Lamivudine;300;mg;TAB;30;1;78,63;11,79;13,56;103,98;3,47;;Discontinued;Generic;
0000000666;Pharmacare Limited, Woodmead;41/20.2.8/0747;715303001;J05AE;S4;Prezista;Darunavir;300;mg;TAB;120;1;796,22;119,44;137,35;1 053,01;8,78;01 April 2018;;Originator ;
0000000666;Pharmacare Limited, Woodmead;43/20.2.8/0130;715579001;J05AF;S4;Tencitab;Tenofovir  Disoproxil Fumarate;300;mg;TAB;30;1;337,31;59,53;59,53;456,36;15,21;;;Generic;
;;;;;;;Emtricitabine;200;mg;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;38/2.2/0190;715662001;N05CD;S5;Aspen Midazolam 50 Mg/10 Ml;Midazolam;50;mg/10ml;INJ;10;1;73,95;13,05;13,05;100,05;10,00;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;27/10.1/0529;715681001;R05DA;S2;Dynalex Elixir ;Ammonium Chloride;360;mg/15ml;SYR;200;1;23,91;4,22;4,22;32,34;0,16;;;Generic;
;;;;;;;Anhydrous Theophylline;50;mg/15ml;;;;;;;;;;;;
;;;;;;;Diphenylpyraline Hydrochloride;4;mg/15ml;;;;;;;;;;;;
;;;;;;;Etofylline;5;mg/15ml;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;42/20.2.8/0563;715716001;J05AF;S4;Virtrium 30/150/200;Stavudine;30;mg;TAB;60;1;245,56;36,83;42,36;324,75;5,41;01 April 2018;;Generic;
;;;;;;;Lamivudine;150;mg;;;;;;;;;;;;
;;;;;;;Nevirapine;200;mg;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;42/26/0021;715821001;L01CA;S4;Aspen Vinorelbin 50 mg/5 ml;Vinorelbine;50;mg/5ml;INF;5;1;1 213,24;181,98;209,28;1 604,50;320,90;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/26/0020;715822001;L01CA;S4;Aspen Vinorelbin 10 Mg/1 Ml;Vinorelbine;10;mg/1ml;INF;1;10;2 650,92;139,52;418,57;3 209,01;320,90;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/20.2.8/0839;715827001;J05AF;S4;Aspen Atazanavir 200Mg;Atazanavir;200;mg;CAP;60;1;438,66;23,09;69,26;531,01;8,85;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/20.2.8/0838;715828001;J05AF;S4;Aspen Atazanavir 150Mg;Atazanavir;150;mg;CAP;60;1;354,98;18,68;56,05;429,72;7,16;;;Generic;
0000000666;Pharmacare Limited, Woodmead;29/34/0392;716046001;N07BA;S2;Quit ;Nicotine;2;mg;SPO;20;4;127,83;19,17;22,05;169,05;2,11;01 April 2018;;Originator;
0000000666;Pharmacare Limited, Woodmead;30/10.1/0065;716132001;R06AX;S2;Sinuclear Cough Syrup;Dextromethorphan Hydrobromide;10;mg/5ml;SOL;100;1;26,18;1,38;4,13;31,70;0,32;;;Generic;
;;;;;;;Pseudoephedrine HCI;30;mg/5ml;;;;;;;;;;;;
;;;;;;;Triprolidine HCI;1,25;mg/5ml;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;30/10.1/0050;716133001;R05CA;S2;Flusin Expectorant Syrup;Guaifenesin;100;mg/5ml;SOL;100;1;33,27;1,75;5,25;40,28;0,40;;;Generic;
;;;;;;;Pseudoephedrine HCI;30;mg/5ml;;;;;;;;;;;;
;;;;;;;Triprolidine HCI;1,25;mg/5ml;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;30/5.8/0048;716134001;R06AX;S2;Flusin Sinus Syrup;Pseudoephedrine Hydrochloride;30;mg/5ml;SOL;100;1;26,89;1,42;4,25;32,56;0,33;01 April 2018;;Generic;
;;;;;;;Triprolidine Hydrochloride;1,25;mg/5ml;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;L/13.4.1/42;716278006;D07AC;S4;Cortoderm ;Fluocinolone Acetonide;1,25;mg/5g;CRE;15;1;9,36;1,64;1,65;12,66;0,84;;;Generic;
0000000666;Pharmacare Limited, Woodmead;L/13.4.1/42;716278014;D07AC;S4;Cortoderm;Fluocinolone Acetonide;1,25;mg/5g;CRE;500;1;319,14;47,87;55,05;422,06;0,84;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;L/13.4.1/29;716286009;D07AC;S4;Cortoderm ;Fluocinolone Acetonide;1,25;mg/5g;OIN;15;1;13,40;2,37;2,37;18,13;1,21;;;Generic;
0000000666;Pharmacare Limited, Woodmead;L/13.4.1/29;716286017;D07AC;S4;Cortoderm;Fluocinolone Acetonide;1,25;mg/5g;OIN;500;1;446,86;78,85;78,86;604,57;1,21;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;G1071 (Act 101);716510006;R05DA;S2;Coughcod Senior ;Ammonium Chloride;125;mg/5ml;SYR;200;1;39,72;7,00;7,01;53,73;0,27;01 April 2018;;Generic;
;;;;;;;Ephedrine;10;mg/5ml;;;;;;;;;;;;
;;;;;;;Mepyramine;12,5;mg/5ml;;;;;;;;;;;;
;;;;;;;Sodium citrate;50;mg/5ml;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;42/7.1.3/0288;716515001;C09DA;S3;Sartoc 100/25Mg;Losartan ;100;mg/25mg;TAB;30;1;99,21;5,22;15,66;120,09;4,00;01 April 2018;;Generic;
;;;;;;;Hydrochlorothiazide;25;mg;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;G1027 (Act 101);716529017;R05DA;S2;Coughcod Junior ;Ammonium Chloride;62,5;mg/5ml;SYR;100;1;23,03;4,06;4,06;31,15;0,31;;;Generic;
;;;;;;;Codeine;5;mg/5ml;;;;;;;;;;;;
;;;;;;;Ephedrine;5;mg/5ml;;;;;;;;;;;;
;;;;;;;Mepyramine;6,25;mg/5ml;;;;;;;;;;;;
;;;;;;;Sodium citrate;25;mg/5ml;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;44/20.2.8/0980;716630001;J05AF;S4;Tribuss;Emtricitabine;200;mg;FCT;30;1;378,03;56,71;65,21;499,95;16,67;02 July 2018;;Generic;
;;;;;;;Tenofovir Disoproxil Fumarate;300;mg;;;;;;;;;;;;
;;;;;;;Efavirenz;600;mg;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;42/26/0146;716631001;L01CD;S4;Aspen Paclitaxel 30 mg/5 ml;Paclitaxel;30;mg / 5ml;INF;5;1;343,82;51,57;59,31;454,70;90,94;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/26/0147;716632001;L01CD;S4;Aspen Paclitaxel 100 mg/16,67 ml;Paclitaxel;100;mg / 16.67ml;INF;16,67;1;1 146,29;171,94;197,73;1 515,96;90,94;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/26/0149;716633001;L01CD;S4;Aspen Paclitaxel 300 mg/50 ml;Paclitaxel;300;mg / 50 ml;INF;50;1;3 438,23;515,74;593,10;4 547,07;90,94;;;Generic;
0000000666;Pharmacare Limited, Woodmead;B769 (Act 101);716952010;N02AA;S6;Cyclimorph 10 Mg Injection;Cyclizine Tartrate;50;mg/ml;INJ;1;10;256,57;45,29;45,28;347,14;34,71;01 April 2018;;Originator;
;;;;;;;Morphine tartrate;10;mg/ml;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;B770 (Act 101);716960002;N02AA;S6;Cyclimorph 15 Mg Injection;Cyclizine Tartrate;50;mg/ml;INJ;1;10;293,18;51,73;51,74;396,65;39,66;01 April 2018;;Originator;
;;;;;;;Morphine tartrate;15;mg/ml;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;28/10.1/0433;717079001;R05CA;S2;Flusin Junior Cough Syrup;Triprolidine Hydrochloride;0,599;mg/5 ml;SYR;100;1;29,36;4,41;5,07;38,83;0,39;;;Generic;
;;;;;;;Guaiphenesin;50;mg/5 ml;;;;;;;;;;;;
;;;;;;;Pseudoephedrine Hydrochloride;12;mg/5 ml;;;;;;;;;;;;
;;;;;;;Codeine Phosphate ;3;mg/5 ml;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;38/2.6.5/0167;717081001;NO5AH;S5;Aspen Clozapine 25 Mg;Clozapine;25;mg;TAB;100;1;214,45;32,17;36,99;283,61;2,84;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;38/2.6.5/0168;717082001;NO5AH;S5;Aspen Clozapine 100 Mg;Clozapine;100;mg;TAB;100;1;661,96;99,29;114,19;875,44;8,75;;;Generic;
0000000666;Pharmacare Limited, Woodmead;X/10.2.2/184;717241001;R05CB;S2;Flusin Mucous Cough;Carbocisteine;250;mg/5 ml;SYR;200;1;41,65;6,24;7,18;55,08;0,28;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/11.4.3/0313;717247001;A02BC;S4;Aspen Pantoprazole IV;Pantoprazole;40;mg / 10 ml;POI;10;5;110,28;16,54;19,02;145,84;2,92;;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/20.1.1/0511;717373001;J01XA;S4;Aspen Teicoplanin 200;Teicoplanin;200;mg / 3,2ml;POI;3,2;1;145,23;21,79;25,05;192,07;60,02;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/20.1.1/0512;717374001;J01XA;S4;Aspen Teicoplanin 400;Teicoplanin;400;mg / 3,2ml;POI;3,2;1;290,47;43,57;50,11;384,14;120,04;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;43/11.4.3/0545;717376001;A02BC;S4;Aspen Pantoprazole 20;Pantoprazole;20;mg;TAB;30;1;89,93;13,48;15,51;118,92;3,96;;;Generic;
0000000666;Pharmacare Limited, Woodmead;43/11.4.3/0546;717377001;A02BC;S4;Aspen Pantoprazole 40;Pantoprazole;40;mg;TAB;30;1;144,23;21,63;24,88;190,74;6,36;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/2.9/0967;717391001;N02AX;S5;Tramaspen 50 mg;Tramadol Hydrochloride;50;mg;CAP;100;1;144,40;21,66;24,91;190,97;1,91;;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/2.9/0967;717391002;N02AX;S5;Tramaspen 50 mg;Tramadol Hydrochloride;50;mg;CAP;20;1;28,88;4,33;4,98;38,19;1,91;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;J/20.2.4/0431;717460002;J04BA;S4;Dapsone;Dapsone;100;mg;TAB;100;1;226,46;39,96;39,96;306,38;3,06;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;G1008 (Act101);717606007;R05DA;S2;Dequa-Coff;Codeine;9;mg/5ml;SYR;100;1;16,33;2,88;2,88;22,09;0,22;;;Generic;
;;;;;;;Ephedrine;7,2;mg/5ml;;;;;;;;;;;;
;;;;;;;Promethazine;3,6;mg/5ml;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;29/10.2.2/0156;717745001;R05CB;S2;Flutex Mucous Cough;Carbocisteine;250;mg/5ml;SYR;200;1;26,43;3,97;4,56;34,96;0,17;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;44/20.2.8/1051;717780001;J05AR;S4;Tenarenz;Tenofovir Disoproxil Fumarate;300;mg;TAB;30;1;272,92;40,94;47,08;360,94;12,03;01 April 2018;;Generic;
;;;;;;;Lamivudine;300;mg;;;;;;;;;;;;
;;;;;;;Efavirenz;600;mg;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;C0879 (Act 101);717932001;R01BA;S2;Dequa-Flu ;Caffeine;30;mg;CAP;20;1;7,70;1,16;1,33;10,19;0,51;;Discontinued;Generic;
;;;;;;;Chlorphenamine;2;mg;;;;;;;;;;;;
;;;;;;;Paracetamol;200;mg;;;;;;;;;;;;
;;;;;;;Phenylephrine;5;mg;;;;;;;;;;;;
;;;;;;;Phenyltoloxamine;12,5;mg;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;C0879 (Act 101/1965);717932028;R01BA;S2;Dequa-Flu ;Caffeine;30;mg;CAP;500;1;307,59;54,27;54,28;416,15;0,83;;;Generic;
;;;;;;;Chlorpheniramine Maleate;2;mg;;;;;;;;;;;;
;;;;;;;Paracetamol;200;mg;;;;;;;;;;;;
;;;;;;;Phenylephrine Hydrochloride;5;mg;;;;;;;;;;;;
;;;;;;;Phenyltoloxamine Dihydrogen Citrate;12,5;mg;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;42/7.5/0805;718208001;C10AA;S4;VATICOL XL;Fluvastatin;80;mg;TAB;28;1;171,98;25,80;29,67;227,45;8,12;;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/20.1.1/0388;718333001;J01DD;S4;Aspen Cefpodoxime 100;Cefpodoxime;100;mg;TAB;10;1;83,72;12,56;14,44;110,71;11,07;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;42/20.1.1/0389;718334001;J01DD;S4;Aspen Cefpodoxime 200;Cefpodoxime;200;mg;TAB;10;1;107,97;16,19;18,62;142,79;14,28;01 April 2018;;Generic;
0000000666;Pharmacare Limited, Woodmead;A40/10.2/0624;718554001;R03CC;S2;Fenovent;Fenoterol Hydrobromide;2,5;mg/5ml;LIQ;150;1;55,41;8,32;9,56;73,29;0,49;;;Generic;
0000000666;Pharmacare Limited, Woodmead;C/16.4/217;718629019;R02AA;S1;Dequadin Mouth Paint;Dequalinium Chloride;0,4;g;PAI;10;1;50,18;7,53;8,66;66,36;6,64;01 April 2018;;Generic;
;;;;;;;Lidocaine;1,75;g;;;;;;;;;;;;
0000000666;Pharmacare Limited, Woodmead;A40/2.5/0342;718849002;N03AG;S3;Navalpro 400mg/4ml;Sodium Valproate;400;mg/4ml;INJ;4;1;161,28;24,19;27,82;213,29;53,32;12 July 2018;;Generic;
